image,species,individual_id
00021adfb725ed.jpg,melon_headed_whale,cadddb1636b9
000562241d384d.jpg,humpback_whale,1a71fbb72250
0007c33415ce37.jpg,false_killer_whale,60008f293a2b
0007d9bca26a99.jpg,bottlenose_dolphin,4b00fe572063
00087baf5cef7a.jpg,humpback_whale,8e5253662392
000a8f2d5c316a.jpg,bottlenose_dolphin,b9907151f66e
000be9acf46619.jpg,beluga,afb9b3978217
000bef247c7a42.jpg,humpback_whale,444d8894ccc8
000c3d63069748.jpg,beluga,df94b15285b9
000c476c11bad5.jpg,bottlenose_dolphin,b11b2404c7e3
001001f099519f.jpg,minke_whale,19fbb960f07d
00103cbe9d25ce.jpg,fin_whale,180c0ab04dcd
00144776eb476d.jpg,bottlenose_dolphin,b9907151f66e
00167e8375c967.jpg,beluga,0ad50d0d9b06
00177f3c614d1e.jpg,bottlenose_dolphin,812be36c2aef
0017b3749cd769.jpg,bottlenose_dolphin,445270d9ad52
0018064338b499.jpg,blue_whale,4790ec346170
001b0900f56e89.jpg,humpback_whale,bc14b5054353
001cfade605960.jpg,blue_whale,ff69d0975a73
001f1a1f22da96.jpg,minke_whale,780fefdb6198
0020004d64ae20.jpg,gray_whale,a8c9dfb8ac6f
00206a224e68de.jpg,blue_whale,6c4372e42db1
0022bdb8eb5684.jpg,humpback_whale,35f898e6595e
00234b893ea9e8.jpg,false_killer_whale,bfb74132d1db
0024057bbc89a4.jpg,minke_whale,114207cab555
00243d4b15bafc.jpg,beluga,3cbfd98eea8f
002618d6f63ebc.jpg,southern_right_whale,f5eab86405b4
0028f6fa123686.jpg,bottlenose_dolphin,956562ff2888
0029d877c29ab4.jpg,melon_headed_whale,c27f0a7f4e5a
002ac5f9ad7c10.jpg,false_killer_whale,f7bb4f9a9d1a
002e00960cec44.jpg,common_dolphin,e943980b7a98
002fb5fee50b97.jpg,humpback_whale,45fc3a8e1d4e
0030835e895969.jpg,kiler_whale,1816cc1ae38b
0032f90c7732b0.jpg,melon_headed_whale,a21288153152
00354cd9244e28.jpg,beluga,a03830613b45
0036b5c11b39f3.jpg,pilot_whale,fefd0899a5dc
0038d3be2513c0.jpg,blue_whale,6348a7ef0d99
0039599b58fc80.jpg,bottlenose_dolphin,e69d5f9f8d1e
00398cfc6f6675.jpg,beluga,90c9eaca0927
0039955230421d.jpg,beluga,5ca799f80b5e
003ab41b6147f4.jpg,beluga,92ff817f9805
003e374b59c0e1.jpg,dusky_dolphin,456bb79da64c
003ffd805a5910.jpg,melon_headed_whale,2842789d601d
00405189464f9d.jpg,humpback_whale,cab2ce1793f2
004132b34ded14.jpg,humpback_whale,3e025417eb83
0042dfc65c7987.jpg,beluga,fcc405e10c09
0044ec4ae5ecfd.jpg,killer_whale,e6388e8a7f58
0044fb81b4f1c7.jpg,humpback_whale,ede6a5ed0100
0046ceef89b3fc.jpg,minke_whale,37c7aba965a5
004797c1c43563.jpg,false_killer_whale,07a477b6a091
0049b56a584eb1.jpg,bottlenose_dolphin,e69d5f9f8d1e
004a0038d162d9.jpg,beluga,f9e081dac2f2
004a7fef39cf16.jpg,humpback_whale,471ee7717ce7
004a923b0b401e.jpg,minke_whale,ce6e37904aa4
004efe00a3e100.jpg,blue_whale,dc27b43c825e
005135ee15df6c.jpg,bottlenose_dolphin,345b6233994f
005248b53efb3c.jpg,humpback_whale,f38dcf315fde
0053d003390997.jpg,gray_whale,fdcf5957ae47
00549928dca501.jpg,humpback_whale,032fd951a415
005a9cc627a55d.jpg,long_finned_pilot_whale,82aee03bc09b
005b72434149fa.jpg,dusky_dolphin,2fad69faf2a4
005e317de9a658.jpg,blue_whale,99be972e093d
005e53b1b6aada.jpg,minke_whale,37c7aba965a5
005f85f23464f8.jpg,humpback_whale,0b180ad0afa2
006033d6691cef.jpg,blue_whale,2f2a8d23f37d
006077a8e080fa.jpg,humpback_whale,299dd7c209df
00621ef445e09f.jpg,bottlenose_dolphin,f195c38bcf17
00647f8ff9f243.jpg,sei_whale,fb492f141125
00665aba3c163b.jpg,humpback_whale,be05e480ae65
0067205f90977d.jpg,melon_headed_whale,e50fcf9eefa8
006b2548d360a6.jpg,beluga,06ef73efe924
006cc681396f71.jpg,sei_whale,2f5a62b26ef2
006f1f7c9ea3c2.jpg,bottlenose_dolphin,812be36c2aef
006fc52f81ab7d.jpg,bottlenose_dolphin,73e13d5e4ada
007003e07cb9fd.jpg,humpback_whale,6669f6bcfef6
007097146016e6.jpg,spinner_dolphin,453039468cbf
0070b4e405cd8d.jpg,bottlenose_dolphin,9f3613b5c45b
0074ad8c5e4a13.jpg,bottlenose_dolphin,cc0e0b020a90
00756614506440.jpg,blue_whale,51d8eb322bbd
0076826dae9092.jpg,blue_whale,9ef7e5421462
007784cb6d6631.jpg,melon_headed_whale,61d80f453ccf
0079009e883e38.jpg,false_killer_whale,19c2bfaa0819
00790eab417e06.jpg,beluga,1c75e49514cf
007991a750a4f2.jpg,bottlenose_dolpin,356b1b0ece97
007b91c88a2da3.jpg,bottlenose_dolphin,30ca1c6cb592
0081186855e29a.jpg,beluga,7593d2aee842
00813a03e678c3.jpg,bottlenose_dolphin,15d96d5d42c2
00835b2e9aa162.jpg,gray_whale,432f64decd00
0086e36dfb15fd.jpg,humpback_whale,9940775556b7
008705d384b02a.jpg,killer_whale,fe8052dcc19e
00870a2b4f5f60.jpg,cuviers_beaked_whale,9bb396533ccc
008b4760ade506.jpg,melon_headed_whale,ee6ef8e3cc0c
008bb028b196d8.jpg,blue_whale,4da7ad05c03d
008c5d3fc215ac.jpg,humpback_whale,22404199917d
008dd551cef1d8.jpg,bottlenose_dolphin,6398f8680938
008f60577b4f60.jpg,spinner_dolphin,0d11516e7fbe
00931cfd50f2b0.jpg,killer_whale,e702dc246ecd
009379360f0987.jpg,fin_whale,b6a0a552e43c
00958b624f455c.jpg,beluga,3a608b68bde4
009642068626f9.jpg,spotted_dolphin,bc05e97f4fea
00967c436ea86f.jpg,beluga,5ac053677ed1
009a307f9f483c.jpg,spinner_dolphin,49e75f3dfbec
009b6593ccc800.jpg,minke_whale,4d18b20adff3
009c968192535f.jpg,gray_whale,613d4dd25716
009d3abcd8d794.jpg,blue_whale,2787592f8e61
009e1a16460b26.jpg,beluga,3a608b68bde4
00a198105cdc24.jpg,humpback_whale,da611bc6c389
00a3449831cb17.jpg,dusky_dolphin,e04885cf2a1e
00a4745e7218c4.jpg,bottlenose_dolpin,3b5cd491b73f
00a5f0c7e639ce.jpg,blue_whale,f23863acde5a
00aa710486d3b5.jpg,bottlenose_dolphin,6398f8680938
00ab71e582117c.jpg,spinner_dolphin,c9d65b1a3b8e
00ac4935ad83b4.jpg,humpback_whale,152d41d8f0a6
00afe60388a560.jpg,killer_whale,1138a9024ee5
00afe7b25dc241.jpg,humpback_whale,136214790115
00b0f5aa111833.jpg,dusky_dolphin,5015b9e45c33
00b3bf2c51d511.jpg,false_killer_whale,4b9bc905af99
00b71c50bb2be4.jpg,beluga,db73c9938adb
00b773df4a863d.jpg,humpback_whale,be3543fc7c74
00b7e608440f77.jpg,bottlenose_dolphin,812be36c2aef
00bd3260725f0c.jpg,dusky_dolphin,381ad3515ef3
00be328933f508.jpg,blue_whale,30c6cff9ac82
00bf58d0f7b4c1.jpg,beluga,e5cffdb1b51d
00c0135a96f085.jpg,spinner_dolphin,0e06d1b6ed03
00c021e7dc6da2.jpg,fin_whale,43a1413b3da1
00c0bf276875e0.jpg,false_killer_whale,7a890f4d5842
00c4c5832c0c78.jpg,bottlenose_dolphin,f4d76609b0af
00cb904cf19b86.jpg,bottlenose_dolphin,5f48c2296a0e
00ce336ef6b8b5.jpg,humpback_whale,35f898e6595e
00cf2ccfae0f7e.jpg,dusky_dolphin,0a1b55308c62
00cf7a68a89a6d.jpg,humpback_whale,c9ab1ba25eb8
00d0927689a7a2.jpg,humpback_whale,6a6fa3ec3810
00d0f38d99c221.jpg,bottlenose_dolphin,4b8534134eb8
00d113413a1d49.jpg,beluga,7a8863eb9227
00d57842379951.jpg,blue_whale,a3d1f5d2fb22
00d6a347b07263.jpg,spinner_dolphin,365c8c1b1840
00db5ec9e46a3d.jpg,globis,f66a485c89f7
00de478885ca7c.jpg,melon_headed_whale,992145e63e59
00e130666ba6e6.jpg,humpback_whale,938b7e931166
00e3258f41806c.jpg,bottlenose_dolphin,735496dc7e64
00e4b6642f7f5a.jpg,false_killer_whale,ea6eccb47a48
00e67227918b41.jpg,bottlenose_dolphin,6bf9810d3632
00e6b936f02c6e.jpg,blue_whale,fc7685b5bd05
00e828b22fe365.jpg,beluga,a0426f94bee5
00e82b4e0691e1.jpg,bottlenose_dolphin,0e4660baf3f1
00e9136ab88016.jpg,killer_whale,27f53391fdcc
00eb3441343226.jpg,beluga,5185e90ddcb1
00eb689c10db84.jpg,brydes_whale,a5fa185061f0
00eb80dafb4fda.jpg,beluga,823584047470
00eea1a5b9d8bc.jpg,spinner_dolphin,1a795ba08d48
00efc65d9f69ee.jpg,humpback_whale,5da95809a5a3
00f0f055d749fa.jpg,bottlenose_dolphin,208b91b1ca2b
00f266025063e7.jpg,bottlenose_dolphin,a48bdc9f7fd9
00f286edc2e6bb.jpg,humpback_whale,7362d7a01d00
00f32804ed5fb3.jpg,false_killer_whale,2280b5fcc6c2
